"Município";"PRODUTOR.DA.CULTURA.DE.DENDE";"PRODUTOR.DA.CULTURA.DE.MAMONA";"PRODUTOR.DA.CULTURA.DE.SOJA";"TRABALHADOR.NA.CULTURA.DE.DENDE";"TRABALHADOR.NA.CULTURA.DE.MAMONA";"TRABALHADOR.NA.CULTURA.DE.SOJA";"TRABALHADOR.NA.CULTURA.DO.GIRASSOL";"Total";"Estado";"Mun";"chave";"ano"
"RS-SANTA CRUZ DO SUL";0;0;0;0;0;0;0;0;"RS";"SANTA CRUZ DO SUL";"SANTA CRUZ DO SUL (RS)";2015
"RS-SANTA MARIA";0;0;0;0;0;7900.43999999762;0;7900.43999999762;"RS";"SANTA MARIA";"SANTA MARIA (RS)";2015
"RS-SANTA MARIA DO HERVAL";0;0;0;0;0;0;0;0;"RS";"SANTA MARIA DO HERVAL";"SANTA MARIA DO HERVAL (RS)";2015
"RS-SANTA MARGARIDA DO SUL";0;0;0;0;0;0;0;0;"RS";"SANTA MARGARIDA DO SUL";"SANTA MARGARIDA DO SUL (RS)";2015
"RS-SANTANA DA BOA VISTA";0;0;0;0;0;0;0;0;"RS";"SANTANA DA BOA VISTA";"SANTANA DA BOA VISTA (RS)";2015
"RS-SANT ANA DO LIVRAMENTO";0;0;0;0;0;0;0;0;"RS";"SANT ANA DO LIVRAMENTO";"SANT ANA DO LIVRAMENTO (RS)";2015
"RS-SANTA ROSA";0;0;0;0;0;0;0;0;"RS";"SANTA ROSA";"SANTA ROSA (RS)";2015
"RS-SANTA TEREZA";0;0;0;0;0;0;0;0;"RS";"SANTA TEREZA";"SANTA TEREZA (RS)";2015
"RS-SANTA VITORIA DO PALMAR";0;0;0;0;0;0;0;0;"RS";"SANTA VITORIA DO PALMAR";"SANTA VITORIA DO PALMAR (RS)";2015
"RS-SANTIAGO";0;0;0;0;0;0;0;0;"RS";"SANTIAGO";"SANTIAGO (RS)";2015
"RS-SANTO ANGELO";0;0;1234.18999999948;0;0;9420.3200000003;0;10654.5099999998;"RS";"SANTO ANGELO";"SANTO ANGELO (RS)";2015
"RS-SANTO ANTONIO DO PALMA";0;0;0;0;0;0;0;0;"RS";"SANTO ANTONIO DO PALMA";"SANTO ANTONIO DO PALMA (RS)";2015
"RS-SANTO ANTONIO DA PATRULHA";0;0;0;0;0;0;0;0;"RS";"SANTO ANTONIO DA PATRULHA";"SANTO ANTONIO DA PATRULHA (RS)";2015
"RS-SANTO ANTONIO DAS MISSOES";0;0;0;0;0;5186.09999999963;0;5186.09999999963;"RS";"SANTO ANTONIO DAS MISSOES";"SANTO ANTONIO DAS MISSOES (RS)";2015
"RS-SANTO ANTONIO DO PLANALTO";0;0;0;0;0;0;0;0;"RS";"SANTO ANTONIO DO PLANALTO";"SANTO ANTONIO DO PLANALTO (RS)";2015
"RS-SANTO AUGUSTO";0;0;0;0;0;0;0;0;"RS";"SANTO AUGUSTO";"SANTO AUGUSTO (RS)";2015
"RS-SANTO CRISTO";0;0;0;0;0;0;0;0;"RS";"SANTO CRISTO";"SANTO CRISTO (RS)";2015
"RS-SANTO EXPEDITO DO SUL";0;0;0;0;0;0;0;0;"RS";"SANTO EXPEDITO DO SUL";"SANTO EXPEDITO DO SUL (RS)";2015
"RS-SAO BORJA";0;0;0;0;0;1381.40000000037;0;1381.40000000037;"RS";"SAO BORJA";"SAO BORJA (RS)";2015
"RS-SAO DOMINGOS DO SUL";0;0;0;0;0;0;0;0;"RS";"SAO DOMINGOS DO SUL";"SAO DOMINGOS DO SUL (RS)";2015
"RS-SAO FRANCISCO DE ASSIS";0;0;0;0;0;0;0;0;"RS";"SAO FRANCISCO DE ASSIS";"SAO FRANCISCO DE ASSIS (RS)";2015
"RS-SAO FRANCISCO DE PAULA";0;0;0;0;0;0;0;0;"RS";"SAO FRANCISCO DE PAULA";"SAO FRANCISCO DE PAULA (RS)";2015
"RS-SAO GABRIEL";0;0;1769.33000000007;0;0;5099.66999999993;0;6869;"RS";"SAO GABRIEL";"SAO GABRIEL (RS)";2015
"RS-SAO JERONIMO";0;0;0;0;0;0;0;0;"RS";"SAO JERONIMO";"SAO JERONIMO (RS)";2015
"RS-SAO JOAO DA URTIGA";0;0;0;0;0;0;0;0;"RS";"SAO JOAO DA URTIGA";"SAO JOAO DA URTIGA (RS)";2015
"RS-SAO JOAO DO POLESINE";0;0;0;0;0;0;0;0;"RS";"SAO JOAO DO POLESINE";"SAO JOAO DO POLESINE (RS)";2015
"RS-SAO JORGE";0;0;0;0;0;0;0;0;"RS";"SAO JORGE";"SAO JORGE (RS)";2015
"RS-SAO JOSE DAS MISSOES";0;0;0;0;0;0;0;0;"RS";"SAO JOSE DAS MISSOES";"SAO JOSE DAS MISSOES (RS)";2015
"RS-SAO JOSE DO HERVAL";0;0;0;0;0;0;0;0;"RS";"SAO JOSE DO HERVAL";"SAO JOSE DO HERVAL (RS)";2015
"RS-SAO JOSE DO HORTENCIO";0;0;0;0;0;0;0;0;"RS";"SAO JOSE DO HORTENCIO";"SAO JOSE DO HORTENCIO (RS)";2015
"RS-SAO JOSE DO INHACORA";0;0;0;0;0;0;0;0;"RS";"SAO JOSE DO INHACORA";"SAO JOSE DO INHACORA (RS)";2015
"RS-SAO JOSE DO NORTE";0;0;0;0;0;0;0;0;"RS";"SAO JOSE DO NORTE";"SAO JOSE DO NORTE (RS)";2015
"RS-SAO JOSE DO OURO";0;0;0;0;0;8500.40999999829;0;8500.40999999829;"RS";"SAO JOSE DO OURO";"SAO JOSE DO OURO (RS)";2015
"RS-SAO JOSE DO SUL";0;0;0;0;0;0;0;0;"RS";"SAO JOSE DO SUL";"SAO JOSE DO SUL (RS)";2015
"RS-SAO JOSE DOS AUSENTES";0;0;0;0;0;0;0;0;"RS";"SAO JOSE DOS AUSENTES";"SAO JOSE DOS AUSENTES (RS)";2015
"RS-SAO LEOPOLDO";0;0;0;0;0;0;0;0;"RS";"SAO LEOPOLDO";"SAO LEOPOLDO (RS)";2015
"RS-SAO LOURENCO DO SUL";0;0;0;0;0;0;0;0;"RS";"SAO LOURENCO DO SUL";"SAO LOURENCO DO SUL (RS)";2015
"RS-SAO LUIZ GONZAGA";0;0;0;0;0;2833.66999999993;0;2833.66999999993;"RS";"SAO LUIZ GONZAGA";"SAO LUIZ GONZAGA (RS)";2015
"RS-SAO MARCOS";0;0;0;0;0;0;0;0;"RS";"SAO MARCOS";"SAO MARCOS (RS)";2015
"RS-SAO MARTINHO";0;0;0;0;0;0;0;0;"RS";"SAO MARTINHO";"SAO MARTINHO (RS)";2015
"RS-SAO MARTINHO DA SERRA";0;0;0;0;0;1143.3900000006;0;1143.3900000006;"RS";"SAO MARTINHO DA SERRA";"SAO MARTINHO DA SERRA (RS)";2015
"RS-SAO MIGUEL DAS MISSOES";0;0;0;0;0;1698.73999999929;0;1698.73999999929;"RS";"SAO MIGUEL DAS MISSOES";"SAO MIGUEL DAS MISSOES (RS)";2015
"RS-SAO NICOLAU";0;0;0;0;0;0;0;0;"RS";"SAO NICOLAU";"SAO NICOLAU (RS)";2015
"RS-SAO PAULO DAS MISSOES";0;0;0;0;0;0;0;0;"RS";"SAO PAULO DAS MISSOES";"SAO PAULO DAS MISSOES (RS)";2015
"RS-SAO PEDRO DA SERRA";0;0;0;0;0;0;0;0;"RS";"SAO PEDRO DA SERRA";"SAO PEDRO DA SERRA (RS)";2015
"RS-SAO PEDRO DAS MISSOES";0;0;0;0;0;0;0;0;"RS";"SAO PEDRO DAS MISSOES";"SAO PEDRO DAS MISSOES (RS)";2015
"RS-SAO PEDRO DO BUTIA";0;0;0;0;0;0;0;0;"RS";"SAO PEDRO DO BUTIA";"SAO PEDRO DO BUTIA (RS)";2015
"RS-SAO PEDRO DO SUL";0;0;0;0;0;0;0;0;"RS";"SAO PEDRO DO SUL";"SAO PEDRO DO SUL (RS)";2015
"RS-SAO SEBASTIAO DO CAI";0;0;0;0;0;0;0;0;"RS";"SAO SEBASTIAO DO CAI";"SAO SEBASTIAO DO CAI (RS)";2015
"RS-SAO SEPE";0;0;0;0;0;4208.56999999844;0;4208.56999999844;"RS";"SAO SEPE";"SAO SEPE (RS)";2015
"RS-SAO VALENTIM";0;0;0;0;0;0;0;0;"RS";"SAO VALENTIM";"SAO VALENTIM (RS)";2015
"RS-SAO VALENTIM DO SUL";0;0;0;0;0;0;0;0;"RS";"SAO VALENTIM DO SUL";"SAO VALENTIM DO SUL (RS)";2015
"RS-SAO VALERIO DO SUL";0;0;0;0;0;0;0;0;"RS";"SAO VALERIO DO SUL";"SAO VALERIO DO SUL (RS)";2015
"RS-SAO VENDELINO";0;0;0;0;0;0;0;0;"RS";"SAO VENDELINO";"SAO VENDELINO (RS)";2015
"RS-SAO VICENTE DO SUL";0;0;0;0;0;0;0;0;"RS";"SAO VICENTE DO SUL";"SAO VICENTE DO SUL (RS)";2015
"RS-SAPIRANGA";0;0;0;0;0;0;0;0;"RS";"SAPIRANGA";"SAPIRANGA (RS)";2015
"RS-SAPUCAIA DO SUL";0;0;0;0;0;0;0;0;"RS";"SAPUCAIA DO SUL";"SAPUCAIA DO SUL (RS)";2015
"RS-SARANDI";0;0;0;0;0;3757.82999999821;0;3757.82999999821;"RS";"SARANDI";"SARANDI (RS)";2015
"RS-SEBERI";0;0;0;0;0;5778.6099999994;0;5778.6099999994;"RS";"SEBERI";"SEBERI (RS)";2015
"RS-SEDE NOVA";0;0;0;0;0;0;0;0;"RS";"SEDE NOVA";"SEDE NOVA (RS)";2015
"RS-SEGREDO";0;0;0;0;0;0;0;0;"RS";"SEGREDO";"SEGREDO (RS)";2015
"RS-SELBACH";0;0;0;0;0;2591.56000000052;0;2591.56000000052;"RS";"SELBACH";"SELBACH (RS)";2015
"RS-SENADOR SALGADO FILHO";0;0;0;0;0;0;0;0;"RS";"SENADOR SALGADO FILHO";"SENADOR SALGADO FILHO (RS)";2015
"RS-SENTINELA DO SUL";0;0;0;0;0;0;0;0;"RS";"SENTINELA DO SUL";"SENTINELA DO SUL (RS)";2015
"RS-SERAFINA CORREA";0;0;0;0;0;0;0;0;"RS";"SERAFINA CORREA";"SERAFINA CORREA (RS)";2015
"RS-SERIO";0;0;0;0;0;0;0;0;"RS";"SERIO";"SERIO (RS)";2015
"RS-SERTAO";0;0;0;0;0;2655.19000000134;0;2655.19000000134;"RS";"SERTAO";"SERTAO (RS)";2015
"RS-SERTAO SANTANA";0;0;0;0;0;0;0;0;"RS";"SERTAO SANTANA";"SERTAO SANTANA (RS)";2015
"RS-SETE DE SETEMBRO";0;0;0;0;0;0;0;0;"RS";"SETE DE SETEMBRO";"SETE DE SETEMBRO (RS)";2015
"RS-SEVERIANO DE ALMEIDA";0;0;0;0;0;0;0;0;"RS";"SEVERIANO DE ALMEIDA";"SEVERIANO DE ALMEIDA (RS)";2015
"RS-SILVEIRA MARTINS";0;0;0;0;0;7209.71000000089;0;7209.71000000089;"RS";"SILVEIRA MARTINS";"SILVEIRA MARTINS (RS)";2015
"RS-SINIMBU";0;0;0;0;0;0;0;0;"RS";"SINIMBU";"SINIMBU (RS)";2015
"RS-SOBRADINHO";0;0;0;0;0;6014.71000000043;0;6014.71000000043;"RS";"SOBRADINHO";"SOBRADINHO (RS)";2015
"RS-SOLEDADE";0;0;0;0;0;0;0;0;"RS";"SOLEDADE";"SOLEDADE (RS)";2015
"RS-TABAI";0;0;0;0;0;0;0;0;"RS";"TABAI";"TABAI (RS)";2015
"RS-TAPEJARA";0;0;0;0;0;1409.93999999948;0;1409.93999999948;"RS";"TAPEJARA";"TAPEJARA (RS)";2015
"RS-TAPERA";0;0;0;0;0;0;0;0;"RS";"TAPERA";"TAPERA (RS)";2015
"RS-TAPES";0;0;0;0;0;4994.99000000022;0;4994.99000000022;"RS";"TAPES";"TAPES (RS)";2015
"RS-TAQUARA";0;0;0;0;0;0;0;0;"RS";"TAQUARA";"TAQUARA (RS)";2015
"RS-TAQUARI";0;0;0;0;0;0;0;0;"RS";"TAQUARI";"TAQUARI (RS)";2015
"RS-TAQUARUCU DO SUL";0;0;0;0;0;0;0;0;"RS";"TAQUARUCU DO SUL";"TAQUARUCU DO SUL (RS)";2015
"RS-TAVARES";0;0;0;0;0;0;0;0;"RS";"TAVARES";"TAVARES (RS)";2015
"RS-TENENTE PORTELA";0;0;0;0;0;0;0;0;"RS";"TENENTE PORTELA";"TENENTE PORTELA (RS)";2015
"RS-TERRA DE AREIA";0;0;0;0;0;0;0;0;"RS";"TERRA DE AREIA";"TERRA DE AREIA (RS)";2015
"RS-TEUTONIA";0;0;0;0;0;0;0;0;"RS";"TEUTONIA";"TEUTONIA (RS)";2015
"RS-TIO HUGO";0;0;0;0;0;0;0;0;"RS";"TIO HUGO";"TIO HUGO (RS)";2015
"RS-TIRADENTES DO SUL";0;0;0;0;0;0;0;0;"RS";"TIRADENTES DO SUL";"TIRADENTES DO SUL (RS)";2015
"RS-TOROPI";0;0;0;0;0;0;0;0;"RS";"TOROPI";"TOROPI (RS)";2015
"RS-TORRES";0;0;0;0;0;0;0;0;"RS";"TORRES";"TORRES (RS)";2015
"RS-TRAMANDAI";0;0;0;0;0;0;0;0;"RS";"TRAMANDAI";"TRAMANDAI (RS)";2015
"RS-TRAVESSEIRO";0;0;0;0;0;0;0;0;"RS";"TRAVESSEIRO";"TRAVESSEIRO (RS)";2015
"RS-TRES ARROIOS";0;0;0;0;0;0;0;0;"RS";"TRES ARROIOS";"TRES ARROIOS (RS)";2015
"RS-TRES CACHOEIRAS";0;0;0;0;0;0;0;0;"RS";"TRES CACHOEIRAS";"TRES CACHOEIRAS (RS)";2015
"RS-TRES COROAS";0;0;0;0;0;0;0;0;"RS";"TRES COROAS";"TRES COROAS (RS)";2015
"RS-TRES DE MAIO";0;0;0;0;0;995.299999999814;0;995.299999999814;"RS";"TRES DE MAIO";"TRES DE MAIO (RS)";2015
"RS-TRES FORQUILHAS";0;0;0;0;0;0;0;0;"RS";"TRES FORQUILHAS";"TRES FORQUILHAS (RS)";2015
"RS-TRES PALMEIRAS";0;0;0;0;0;1173.98000000045;0;1173.98000000045;"RS";"TRES PALMEIRAS";"TRES PALMEIRAS (RS)";2015
"RS-TRES PASSOS";0;0;0;0;0;0;0;0;"RS";"TRES PASSOS";"TRES PASSOS (RS)";2015
"RS-TRINDADE DO SUL";0;0;0;0;0;0;0;0;"RS";"TRINDADE DO SUL";"TRINDADE DO SUL (RS)";2015
"RS-TRIUNFO";0;0;0;0;0;0;0;0;"RS";"TRIUNFO";"TRIUNFO (RS)";2015
"RS-TUCUNDUVA";0;0;0;0;0;7920.01999999955;0;7920.01999999955;"RS";"TUCUNDUVA";"TUCUNDUVA (RS)";2015
"RS-TUNAS";0;0;0;0;0;0;0;0;"RS";"TUNAS";"TUNAS (RS)";2015
"RS-TUPANCI DO SUL";0;0;0;0;0;3411.24999999814;0;3411.24999999814;"RS";"TUPANCI DO SUL";"TUPANCI DO SUL (RS)";2015
"RS-TUPANCIRETA";0;0;0;0;0;12089.8299999991;0;12089.8299999991;"RS";"TUPANCIRETA";"TUPANCIRETA (RS)";2015
"RS-TUPANDI";0;0;0;0;0;0;0;0;"RS";"TUPANDI";"TUPANDI (RS)";2015
"RS-TUPARENDI";0;0;0;0;0;0;0;0;"RS";"TUPARENDI";"TUPARENDI (RS)";2015
"RS-TURUCU";0;0;0;0;0;0;0;0;"RS";"TURUCU";"TURUCU (RS)";2015
"RS-UBIRETAMA";0;0;0;0;0;0;0;0;"RS";"UBIRETAMA";"UBIRETAMA (RS)";2015
"RS-UNIAO DA SERRA";0;0;0;0;0;0;0;0;"RS";"UNIAO DA SERRA";"UNIAO DA SERRA (RS)";2015
"RS-UNISTALDA";0;0;0;0;0;0;0;0;"RS";"UNISTALDA";"UNISTALDA (RS)";2015
"RS-URUGUAIANA";0;0;0;0;0;0;0;0;"RS";"URUGUAIANA";"URUGUAIANA (RS)";2015
"RS-VACARIA";0;0;0;0;0;2246.58999999985;0;2246.58999999985;"RS";"VACARIA";"VACARIA (RS)";2015
"RS-VALE VERDE";0;0;0;0;0;0;0;0;"RS";"VALE VERDE";"VALE VERDE (RS)";2015
"RS-VALE DO SOL";0;0;0;0;0;0;0;0;"RS";"VALE DO SOL";"VALE DO SOL (RS)";2015
"RS-VALE REAL";0;0;0;0;0;0;0;0;"RS";"VALE REAL";"VALE REAL (RS)";2015
"RS-VANINI";0;0;0;0;0;0;0;0;"RS";"VANINI";"VANINI (RS)";2015
"RS-VENANCIO AIRES";0;0;0;0;0;0;0;0;"RS";"VENANCIO AIRES";"VENANCIO AIRES (RS)";2015
"RS-VERA CRUZ";0;0;0;0;0;0;0;0;"RS";"VERA CRUZ";"VERA CRUZ (RS)";2015
"RS-VERANOPOLIS";0;0;0;0;0;0;0;0;"RS";"VERANOPOLIS";"VERANOPOLIS (RS)";2015
"RS-VESPASIANO CORREA";0;0;0;0;0;0;0;0;"RS";"VESPASIANO CORREA";"VESPASIANO CORREA (RS)";2015
"RS-VIADUTOS";0;0;0;0;0;0;0;0;"RS";"VIADUTOS";"VIADUTOS (RS)";2015
"RS-VIAMAO";0;0;0;0;0;0;0;0;"RS";"VIAMAO";"VIAMAO (RS)";2015
"RS-VICENTE DUTRA";0;0;0;0;0;0;0;0;"RS";"VICENTE DUTRA";"VICENTE DUTRA (RS)";2015
"RS-VICTOR GRAEFF";0;0;0;0;0;1325.73000000045;0;1325.73000000045;"RS";"VICTOR GRAEFF";"VICTOR GRAEFF (RS)";2015
"RS-VILA FLORES";0;0;0;0;0;0;0;0;"RS";"VILA FLORES";"VILA FLORES (RS)";2015
"RS-VILA LANGARO";0;0;0;0;0;0;0;0;"RS";"VILA LANGARO";"VILA LANGARO (RS)";2015
"RS-VILA MARIA";0;0;0;0;0;0;0;0;"RS";"VILA MARIA";"VILA MARIA (RS)";2015
"RS-VILA NOVA DO SUL";0;0;0;0;0;995.299999999814;0;995.299999999814;"RS";"VILA NOVA DO SUL";"VILA NOVA DO SUL (RS)";2015
"RS-VISTA ALEGRE";0;0;0;0;0;0;0;0;"RS";"VISTA ALEGRE";"VISTA ALEGRE (RS)";2015
"RS-VISTA ALEGRE DO PRATA";0;0;0;0;0;0;0;0;"RS";"VISTA ALEGRE DO PRATA";"VISTA ALEGRE DO PRATA (RS)";2015
"RS-VISTA GAUCHA";0;0;0;0;0;0;0;0;"RS";"VISTA GAUCHA";"VISTA GAUCHA (RS)";2015
"RS-VITORIA DAS MISSOES";0;0;0;0;0;0;0;0;"RS";"VITORIA DAS MISSOES";"VITORIA DAS MISSOES (RS)";2015
"RS-WESTFALIA";0;0;0;0;0;0;0;0;"RS";"WESTFALIA";"WESTFALIA (RS)";2015
"RS-XANGRI-LA";0;0;0;0;0;0;0;0;"RS";"XANGRI-LA";"XANGRI-LA (RS)";2015
"MS-AGUA CLARA";0;0;0;0;0;0;0;0;"MS";"AGUA CLARA";"AGUA CLARA (MS)";2015
"MS-ALCINOPOLIS";0;0;0;0;0;0;0;0;"MS";"ALCINOPOLIS";"ALCINOPOLIS (MS)";2015
"MS-AMAMBAI";0;0;867.580000000075;0;0;12038.0200000014;0;12905.6000000015;"MS";"AMAMBAI";"AMAMBAI (MS)";2015
"MS-ANASTACIO";0;0;0;0;0;0;0;0;"MS";"ANASTACIO";"ANASTACIO (MS)";2015
"MS-ANAURILANDIA";0;0;0;0;0;0;0;0;"MS";"ANAURILANDIA";"ANAURILANDIA (MS)";2015
"MS-ANGELICA";0;0;0;0;0;0;0;0;"MS";"ANGELICA";"ANGELICA (MS)";2015
"MS-ANTONIO JOAO";0;0;2945.90000000037;0;0;0;0;2945.90000000037;"MS";"ANTONIO JOAO";"ANTONIO JOAO (MS)";2015
"MS-APARECIDA DO TABOADO";0;0;0;0;0;0;0;0;"MS";"APARECIDA DO TABOADO";"APARECIDA DO TABOADO (MS)";2015
"MS-AQUIDAUANA";0;0;0;0;0;0;0;0;"MS";"AQUIDAUANA";"AQUIDAUANA (MS)";2015
"MS-ARAL MOREIRA";0;0;815.660000000149;0;0;36621.8000000017;0;37437.4600000018;"MS";"ARAL MOREIRA";"ARAL MOREIRA (MS)";2015
"MS-BANDEIRANTES";0;0;0;0;0;4386;0;4386;"MS";"BANDEIRANTES";"BANDEIRANTES (MS)";2015
"MS-BATAGUASSU";0;0;0;0;0;0;0;0;"MS";"BATAGUASSU";"BATAGUASSU (MS)";2015
"MS-BATAYPORA";0;0;0;0;0;5881.58999999985;0;5881.58999999985;"MS";"BATAYPORA";"BATAYPORA (MS)";2015
"MS-BELA VISTA";0;0;0;0;0;0;0;0;"MS";"BELA VISTA";"BELA VISTA (MS)";2015
"MS-BODOQUENA";0;0;0;0;0;0;0;0;"MS";"BODOQUENA";"BODOQUENA (MS)";2015
"MS-BONITO";0;0;0;0;0;5669.98000000045;0;5669.98000000045;"MS";"BONITO";"BONITO (MS)";2015
"MS-BRASILANDIA";0;0;0;0;0;0;0;0;"MS";"BRASILANDIA";"BRASILANDIA (MS)";2015
"MS-CAARAPO";0;0;0;0;0;16662.1799999988;0;16662.1799999988;"MS";"CAARAPO";"CAARAPO (MS)";2015
"MS-CAMAPUA";0;0;0;0;0;7589.84999999963;0;7589.84999999963;"MS";"CAMAPUA";"CAMAPUA (MS)";2015
"MS-CAMPO GRANDE";0;0;0;0;0;6399.76999999955;0;6399.76999999955;"MS";"CAMPO GRANDE";"CAMPO GRANDE (MS)";2015
"MS-CARACOL";0;0;0;0;0;0;0;0;"MS";"CARACOL";"CARACOL (MS)";2015
"MS-CASSILANDIA";0;0;0;0;0;0;0;0;"MS";"CASSILANDIA";"CASSILANDIA (MS)";2015
"MS-CHAPADAO DO SUL";0;0;0;0;0;0;0;0;"MS";"CHAPADAO DO SUL";"CHAPADAO DO SUL (MS)";2015
"MS-CORGUINHO";0;0;0;0;0;0;0;0;"MS";"CORGUINHO";"CORGUINHO (MS)";2015
"MS-CORONEL SAPUCAIA";0;0;0;0;0;0;0;0;"MS";"CORONEL SAPUCAIA";"CORONEL SAPUCAIA (MS)";2015
"MS-CORUMBA";0;0;0;0;0;0;0;0;"MS";"CORUMBA";"CORUMBA (MS)";2015
"MS-COSTA RICA";0;0;0;0;3743.38999999873;6722.37000000011;0;10465.7599999988;"MS";"COSTA RICA";"COSTA RICA (MS)";2015
"MS-COXIM";0;0;0;0;0;3085.8599999994;0;3085.8599999994;"MS";"COXIM";"COXIM (MS)";2015
"MS-DEODAPOLIS";0;0;0;0;0;0;0;0;"MS";"DEODAPOLIS";"DEODAPOLIS (MS)";2015
"MS-DOIS IRMAOS DO BURITI";0;0;0;0;0;0;0;0;"MS";"DOIS IRMAOS DO BURITI";"DOIS IRMAOS DO BURITI (MS)";2015
"MS-DOURADINA";0;0;0;0;0;850;0;850;"MS";"DOURADINA";"DOURADINA (MS)";2015
"MS-DOURADOS";0;0;1615.08000000007;0;0;45380.6300000036;0;46995.7100000037;"MS";"DOURADOS";"DOURADOS (MS)";2015
"MS-ELDORADO";0;0;0;0;0;6044.54000000097;0;6044.54000000097;"MS";"ELDORADO";"ELDORADO (MS)";2015
"MS-FATIMA DO SUL";0;0;0;0;0;1370.34999999963;0;1370.34999999963;"MS";"FATIMA DO SUL";"FATIMA DO SUL (MS)";2015
"MS-FIGUEIRAO";0;0;0;0;0;0;0;0;"MS";"FIGUEIRAO";"FIGUEIRAO (MS)";2015
"MS-GLORIA DE DOURADOS";0;0;0;0;0;0;0;0;"MS";"GLORIA DE DOURADOS";"GLORIA DE DOURADOS (MS)";2015
"MS-GUIA LOPES DA LAGUNA";0;0;0;0;0;4298.83000000007;0;4298.83000000007;"MS";"GUIA LOPES DA LAGUNA";"GUIA LOPES DA LAGUNA (MS)";2015
"MS-IGUATEMI";0;0;0;0;0;3939.66000000015;0;3939.66000000015;"MS";"IGUATEMI";"IGUATEMI (MS)";2015
"MS-INOCENCIA";0;0;0;0;0;0;0;0;"MS";"INOCENCIA";"INOCENCIA (MS)";2015
"MS-ITAPORA";0;0;0;0;0;4668.81000000052;0;4668.81000000052;"MS";"ITAPORA";"ITAPORA (MS)";2015
"MS-ITAQUIRAI";0;0;0;0;0;0;0;0;"MS";"ITAQUIRAI";"ITAQUIRAI (MS)";2015
"MS-IVINHEMA";0;0;0;0;0;0;0;0;"MS";"IVINHEMA";"IVINHEMA (MS)";2015
"MS-JAPORA";0;0;0;0;0;0;0;0;"MS";"JAPORA";"JAPORA (MS)";2015
"MS-JARAGUARI";0;0;0;0;0;0;0;0;"MS";"JARAGUARI";"JARAGUARI (MS)";2015
"MS-JARDIM";0;0;0;0;0;0;0;0;"MS";"JARDIM";"JARDIM (MS)";2015
"MS-JATEI";0;0;0;0;0;0;0;0;"MS";"JATEI";"JATEI (MS)";2015
"MS-JUTI";0;0;0;0;0;0;0;0;"MS";"JUTI";"JUTI (MS)";2015
"MS-LADARIO";0;0;0;0;0;0;0;0;"MS";"LADARIO";"LADARIO (MS)";2015
"MS-LAGUNA CARAPA";0;0;0;0;0;0;0;0;"MS";"LAGUNA CARAPA";"LAGUNA CARAPA (MS)";2015
"MS-MARACAJU";0;0;0;0;0;290300.720000004;0;290300.720000004;"MS";"MARACAJU";"MARACAJU (MS)";2015
"MS-MIRANDA";0;0;0;0;0;900;0;900;"MS";"MIRANDA";"MIRANDA (MS)";2015
"MS-MUNDO NOVO";0;0;0;0;0;0;0;0;"MS";"MUNDO NOVO";"MUNDO NOVO (MS)";2015
"MS-NAVIRAI";0;0;0;0;0;0;0;0;"MS";"NAVIRAI";"NAVIRAI (MS)";2015
"MS-NIOAQUE";0;0;0;0;0;2488.25999999978;0;2488.25999999978;"MS";"NIOAQUE";"NIOAQUE (MS)";2015
"MS-NOVA ALVORADA DO SUL";0;0;0;0;0;2466.34999999963;0;2466.34999999963;"MS";"NOVA ALVORADA DO SUL";"NOVA ALVORADA DO SUL (MS)";2015
"MS-NOVA ANDRADINA";0;0;0;0;0;0;0;0;"MS";"NOVA ANDRADINA";"NOVA ANDRADINA (MS)";2015
"MS-NOVO HORIZONTE DO SUL";0;0;0;0;0;0;0;0;"MS";"NOVO HORIZONTE DO SUL";"NOVO HORIZONTE DO SUL (MS)";2015
"MS-PARAISO DAS AGUAS";0;0;0;0;0;0;0;0;"MS";"PARAISO DAS AGUAS";"PARAISO DAS AGUAS (MS)";2015
"MS-PARANAIBA";0;0;0;0;0;0;0;0;"MS";"PARANAIBA";"PARANAIBA (MS)";2015
"MS-PARANHOS";0;0;0;0;0;0;0;0;"MS";"PARANHOS";"PARANHOS (MS)";2015
"MS-PEDRO GOMES";0;0;0;0;0;0;0;0;"MS";"PEDRO GOMES";"PEDRO GOMES (MS)";2015
"MS-PONTA PORA";0;0;0;0;0;37404.2200000016;0;37404.2200000016;"MS";"PONTA PORA";"PONTA PORA (MS)";2015
"MS-PORTO MURTINHO";0;0;0;0;0;0;0;0;"MS";"PORTO MURTINHO";"PORTO MURTINHO (MS)";2015
"MS-RIBAS DO RIO PARDO";0;0;0;0;0;0;0;0;"MS";"RIBAS DO RIO PARDO";"RIBAS DO RIO PARDO (MS)";2015
"MS-RIO BRILHANTE";0;0;0;0;0;18709.5199999977;0;18709.5199999977;"MS";"RIO BRILHANTE";"RIO BRILHANTE (MS)";2015
"MS-RIO NEGRO";0;0;0;0;0;0;0;0;"MS";"RIO NEGRO";"RIO NEGRO (MS)";2015
"MS-RIO VERDE DE MATO GROSSO";0;0;0;0;0;0;0;0;"MS";"RIO VERDE DE MATO GROSSO";"RIO VERDE DE MATO GROSSO (MS)";2015
"MS-ROCHEDO";0;0;0;0;0;0;0;0;"MS";"ROCHEDO";"ROCHEDO (MS)";2015
"MS-SANTA RITA DO PARDO";0;0;0;0;0;0;0;0;"MS";"SANTA RITA DO PARDO";"SANTA RITA DO PARDO (MS)";2015
